tweet,label
onye dalu iwu mana odalu iwu police jide onye dalu iwu obido yoba police abegi abeg abegi i no go do again o abeg abegi i go give you abeg abegi i go give you abeg abegi i go give you,1
ameen babban mutum,0
umu nwa nwelu sense,1
vote your choice igbo translation option mee ka ikike nke ụmụ amaala rụọ ọrụ iji wepụ ihe ọjọọ na ndọrọ ndọrọ ọchịchị na nchịkwa site nịhọrọ ndị ọkachamara ndị nwere ikike na ndị rurueru na mba niile nke gaemechi ma nye nsonaazụ ọma,1
haha nsogbu adiro coast di ezigbote clear,1
honestly so proud to be igbo ndi igbo kwenu,1
èèééoo ẹ kú orí ire o nígbà wo ni ìpàdé yín,3
ikon allah ana bikin duniya ake nakiyama,0
abeg make una use that vex beat chelsea tomorrow,2
zenith bank baba i don dey try since abeg help me out mk i buy small foodstuff for house,2
abokina muhammad auwal allah yasanya alkairi allah yasa har ta dauniya kayi gwarzo,0
adúpẹ́ o gbogbo nkan nlọ déédé ẹṣeun,3
afo a ga aburu anyi afo oma iseeeeee,1
what better way to start a week our chops they give life na customer testimony no we are here to treat you ryt so start placing your orders and have a beautiful day we are taking orders for the week,2
yawwa yaayaa na nagode,0
yayi kyau daddy ️,0
fata nagari lamiri kunsan ba a jima da kafa iswap ba kuke mana fatan a sake samar da wata sabuwar kungiyar allah ya kare mu,0
oje ozi ndi igbo i greet you,1
you went off on dis album man its super lit you went off on dis album man its super lit you went off on dis album man its super lit you went off on dis album man its super lit you went off on dis album man its super lit,2
lagos how una dey this morning,2
àkòrí ìṣàmúlò èdè abínibí fún ìdàgbàsókè ìbomirin àlàáfíà àti ìbálàjà,3
e get how person go rate you you sef go look yourself say ahan wetin happen,2
its not been long you left us you fit still come back,2
ire ni temi ni gba gbogbo,3
boss abeg march th na my bday make i still win am every time i dey try but today na today we die for this twitter lol,2
iya kudin ka iya shagalin ka aljanna ta mai rabo ce allah qaro kudiiii,0
smh i am not coming for goat meat jooo something wey fit no sweet mtcheew let us complete our discussion abeg see you tomorrow,2
ya allah ka yaye mana wannan masifa bijahi rasulullah saw,0
oru aga aru adighi mazi jee kirie okwu m kporo ntu nuzo oge m dalu maka idimmagi ezigbo mmadu,1
àdúrà mi ni pé kí ọlọ́run ko ilẹ̀ wa yọ nínú ìpọ́njú kúrò nínú omi ìnira ẹ bámi ṣàmí àdúà,3
i don dey follow you since you start dey sing,2
god bless you una don dey blow me gradually,2
meje ni ire meje loogun ogun alara ni je aja ogun oni gbajamo irun ori ni je ogun gbenagbena amu eje ogun elemona oje igi ni mu ogun onikola aje igbin,3
ago abómiṣiẹ́ ọgbọ́n nlá ni ọlọ́run fún ọmọ ẹ̀dá,3
grandma you will celebrate but after d remaining na god hand e dey kudos u ma,2
onye chi mere eze w on,1
r i p great father allah yasa aljannace makomar shi ameen,0
we wan appreciate for all the work wey e do for manchester united years no be beans ️ we go miss am na leader one way,2
dan allah ku sake dubawa da kyau,0
this will be me in i no wan hear story,2
my people who wan chop im cooking sth get ur ticket now the food go sweet oo wen i cook am finish the nnewi hotel and event centre,2
meanwhile i was being humanitarian over there na fine wife i go marry alfas self na fine ladies dem dey marry and theres no poster or billboard youd see a pastors wife looking ugly in brodashaggis voice taink you ️,2
haha nsogbu adiro,1
allah yatabbatarda alkhairinsa aciki,0
ọlọ́run ṣe àmọ̀nà wa lọ́jọ́ òní fúnwa ní oreọ̀fẹ́ àti dáríjin àwọn tó ṣẹ̀wá kí àwa fi lè rí ìdáríjìn lọ́dọ̀ rẹ,3
uche bu akpaonyeobuna kó nkeya daalu nwannemmadu,1
alákọ̀wé o gbéra nlẹ̀ ọ dìdé orí rẹ sọre lónìí o ò ní kàbùkù àlọ ire àbọ̀ ire lọ́la olódùmarè,3
okwuruoha okwuruoha okwuruoha ekele dimpka wu ogburu ato onye akporo nwere ko oji eme,1
my love i no argue ooooooooooooo i just talk say make she clear d mata make i no just dey conclude you know now unto say she talk that kind thing and i see am with the bigi i wan know how eeh take happen now you understand abi i no talk say she do am i dey ask if she do am,2
ayo ni ire owo ir,3
zlatan dey sing bolanle as if na worship song,2
but wiz no dey trap na afrobeat him dey do no doubt most of lyrics are repeated and about love but you gats give that guy credit music is a combination of sound voice rhythm flow not just lyrics alone yu sups knw dat na,2
allah yakaimu maigida,0
wetuo obi maka na onye fee eze eze eluo ya aka,1
allah yarabamu da gwamnatin ayan wariyar launin fata,0
nwa avi dị glorious biko,1
ina rokon allah madaukaki ubangijin alarshi madaukaki da ya bamu lafia,0
haha ndi anambra chukwu gozie unu,1
wengerin cos if psg can retain their coachwinning just frenchcup wen dem don win tirewhy not wenger,2
ẹ káàsán o ẹ̀yin èèyàn pàtàkì ṣé àlàáfíà ni ní oṣù kẹ́rin yèyé akilimali funua ọládé bùn mí ní ìwé ìròyìn aláròyé kan,3
kayi hakuri kuma insha allah hakan bazai sake faruwa ba wlh wlh wlh nagode allah ya qara daukaka da basira allah yasakafi haka fkd,0
ebube umu igbo ji aga karịrị,1
my brother o dem don use am play me before na your turn relax,2
nke a bu okwu nke chineke ekene siri chukwu,1
with getrepost hustle mi tii pe bii ti skodo broda banky na god go help us for dis naija xlimjay cc,2
happy birthday chef daz chukwu gozie gi,1
this lady right here ehnn her and blaqbonez na mood you no fit hate them,2
kanon dabo nan gani nan bari kanon dabo ikon allah,0
i will dear dancing is in my family gene o i only need to activate it onwards i don make am dull all these while na e make,2
iṣẹ́ kan ń bọ̀ fún ẹ láì pẹ́ ọjọ́ máa fojú sọ́nà ire o,3
e kaaro o e ku isinmi opin ose e ku ise takuntakun ti e n se fun ede yoruba ekaaro o o tojo meta morning everyone,3
orun to wa loke na to aso gbe,3
frank frank ugbu a kaa i biara,1
ranar hausa masha allah,0
ya allah kakare bayinka daga sherin maciya amana,0
nmana anwu m akpa obi mu omalicha m chai nwanyi oma nne oma ifunaya m baby,1
hasbunallahu waniimal wakil innalillahi wainna ilaihirrajiun allah ubangiji kawo mana qarshen masifar nan,0
omg just negodu olu oma chukwu ️,1
kin nuna kinfi fishi hankali da tarbiyya anan,0
toh mun godewa allah,0
lol don dey give money you dey give happily ever after,2
i wan laff belle scatter,2
nigbana mole funyin laridaju nipe bope boya gbogbo ero okan wa gbogbo ero n gba wa a wasi imuse sugbon a ma ni lati şe opolopo suuru nitori gbogbo lamo pe won o ko rome lojokan ️ moshood,3
thanks love na the god work wey we dey do,2
congratulations my ambassador fatan nasara a koda yaushe,0
ubangiji allah yakaimu allah yasa munada raban kallonsa,0
gabadai gabadai anty na nice one,0
kpo kpo didi personally this song dey give me joy yall go get my brothers ep n bless your ears redeye by is out everywhere ep wey dey increase lifespan university of lagos,2
mo fi àsìkò yìí kí gbogbo àwọn ọmọdé àgbáyé kú ọjọ́ òní ọmọ niyì ọmọ lade ọmọ nidẹ́ ́ọjọàwọnèwe,3
momma uche m dị ya,1
e maa bo wale ile labo isinmi oko o aare muhammadu buhari lo ke si awon omo ile yii ti won wa ni ile faranse bee,3
i dey find where i go play snooker for this warribut this south south boys dey be professionals,2
she get money na if na us dem go dey pursue us to go lool shes enjoying o,2
yes o na dat god dey ans quick,2
wannan haka ya ke,0
allah ya taya ka riko ya shugaba,0
èkááró èyìn òmó káàró ojìíre á dè kù òlá jìmòh enì èmì wá á se pupó òdùn láìýe,3
exactly wetin de sweet me too plus de way u just had to spell it correctly at that i don watch am more than x i would definitely have a beautiful sleep cos i wan watch am one last time before going to bed mbaise nwere mmadu nwa afo,2
allah ya bamu ikon yin abunda da zai karawa addininmu na musulinci daraja da kima a duniya da lahira kuma allah yasa mu wakilan allah a ban qasa kamar yadda ya fadawa a alquani mai girma kuma allah ya gafarta mana zunubanmu gaba daya ameen,0
sarkiallah yana tare da kai nawan,0
nwata di nma na oge w,1
warri prayer walk i dey therewer you dey,2
subahanallahi allah yakiyaye gaba ameen,0
abeg i no want wrath of god oo pls anointed men of god forgive me oo na small pikin i be buna oorotfllwkmdlmaoandlol,2
as long as you dey vibe you dey alright nothing do you,2
haaaa abeg show me the tweet i wan invest,2
onye politics tere nmanu jisike inu,1
daalụ sọ nwanne mmadụ,1
happy birthday onye nkukasi beatiii better years ahead nwanne,1
to do is máa ká ṣáṣáà máa ṣe rere,3
in sha allahu allah sai ya yi mana maganin ku da wuri ba sai an yi nisa ba tunda mu kun fi ƙarfinmu,0
it must not be her birthday to celebrate her nnem nneoma okwa gi nedum ka mmuo isim atulujo kassy jee nke oma chukwu biko gozie nnem blaze fm,1
mudai burinmu shi ne allah y kawar d cutarnnan y kuma bamu xaman lfy yanxu ba cece kuce ne a gaban mu ba,0
don allah adunga shiga mai kyau life is short dont forget about who you really are please,0
uche gị dị ya nwanne,1
nsogbu adiro guu bu nwa ngbe nta,1
as e dey hot e for good make we twine up o as a warri boy wey i be i for like me we interpolate how you siam,2
make una flex na una get ucl epl uel etc,2
oto ni nan e gbe se tafin ko eko ni sin ko da bi tele toh oluwa yi o toju omo awa oluko yi nan,3
hey cuzzzo im sure she kept the phone somewhere elsebut were home sha see you soon,2
amin ase edumarert ẹ káàárọ̀ o ẹ sì kúu àjẹkùu gbogbo dede nẹ́ẹ̀ àná a ó ṣì wà níbí láti rí ọ̀pọ̀ọ rẹ̀,3
ojú kìí pọ́n iṣin àìmalà bí iṣin bá so lóko ọmọ aráyé á lànà kán ọ̀nà ire kólà fún ọ lóni ojú owó kòní pọ́n ọ,3
loool rapu papa ada daalụ nwanyị oma,1
ya allah kayafe mana tunanin da mukeyi nace wa buhari me gaskiyane,0
allah yasa kada haka tafaru,0
just for the fun of it na me sef dey go buy cake for supermarket too,2
happy beautiful birthday queen️allah yayi ma rayuwa albarka bigger you i pray more money in to your bank account allah ya qara daukaka da nisan kwana i love you,0
allah yasa a bude a jahar mu ta yobe,0
ka ngozi gi chetem i shall be blessed one day tru u,1
with passion gan pàápàá,3
okosisi ne nyé ndụ,1
echedi m ma ọ bụ ihe ọzọ chineke bịa zọpụta m sachapụ m njọ nobi m,1
wlh kana kokari sosai na yafema,0
wow baby afadamun kudin wannan wankan zanbiya,0
ọdún méjì kò lónìí ọjọ́ kẹrìnlélógún oṣù kejìlá tí balẹ̀ bí àdàbà sórí ayélujára ọpẹ́ kànkà lọ́wọ́ elédùmarè ọbaafúnniṣe,3
this our friendna you e must marry if we catch am de talk to another girl we must report give you,2
make dem do well oh im a waiting for it and bleach but you see that bleach own best news i heard in a while i don dey prep my slanders,2
lmaooo e say na scam girl im sorry im aroundleaving tomorrow,2
oke talagbara gun tomi hele oun lomo lorun gun to tun pada wa dupegbogbo oke isoro to wa niwaju wa nio di petele,3
nne na gi nwe akaa,1
is it possible dear that you might be gay im for it sha because e go fit you die,2
ututu oma nwannyi oma,1
malam aminu saira gsky film yana ilmantarwa gsky mahmood yana bamu kunyi kar yasa mata su raina mu fah,0
oju ki ti amo koko loju amo jesu maje koju timi sekere ki rin ode ibanuje jeki ayo kun inu miileke ki te ni ate maje n,3
toò mo kí gbogbo yín o ẹ̀yin ẹ̀dá ọlọ́run njẹ́ ó di wákàtí méjemẹ́jọ báyìí táa dágbére pé ódàárọ̀ òwúrọ̀ ọ̀hún náà rèé oadúpẹ́ ọlọ́run,3
im excited tomorrow is the birthday of the best man on planet earth the yin to my yang my partner and support system my lover and friend his first birthday as a dad omo i cant wait e dey sweet me for belle,2
báa gún iyán nínú ewé táa se ọbẹ̀ nínú èpo ẹ̀pà ẹní máa yó á yó even if we pound yam in a leaf and prepare the soup in a groundnut pod those who will be full will be regardless of conditions those who will thrive will be positive be hopeful,3
amen chukwu gozie gi,1
omo i dey send make dem check woman wey dey run am if e dey available fess,2
woww chukwu dalụ onyenwe anyị gbaa gị ume,1
tabbas ina da fatan wa kaina da kuma dukkan musulmaiina fatan ubangiji ya sanya muna ɗaya daga cikin ƴan tattauna bayinsaallah ya amshi ibadarmu da kuma tubanmudaga ƙarshe zan saya ƴan bbc a sallah tana ganni a cikin shirin daga bakin mai ita,0
na you act start na season and lolz erigga don start,2
onye oma onye oma igwe igwe,1
️nwata di mma ft on,1
onye amamihe ji sị ike,1
god go give you oo naha jesus onye nwe anyi amen,1
allah kasa zuwan su shine sanadiyyar kawo karshen covid a najeriya idan ma sharri suka zo dashi yã allah ka mayar dashi alkhairi,0
den say make una come talk oo,2
ìmúǹmúná olódùmarè kò sẹ́ni tí kò lè mú gbogbo ẹ̀yin ogun tí ń bá ìlú yìí fín ra ẹ̀mú á mú u yín dandanàndandan,3
we nor dey taya oooi love wizkid essence video be wan restrict my period flow but becos na wizzy he still flow,2
àwa lomo abéòkúta ìlú rere ìlú olólá ibè náá bí àwon akínbò sí ègbá omo lísàbí e máá de ònà dègbá,3
oúnjẹ lọ̀rẹ́ àwọ̀ lóòótọ́ àmọ́ ìjẹkújẹ àti àjẹjù ò yẹ ìwọ̀ntuwọ̀nsì ló layé,3
àwọn tó ń mú igbega bá àṣà àti ìṣe yoruba lọ́nà iwuri baba suwe babatunde omidina ti gbogbo ènìyàn mo sì baba suwe bí wikipedia ṣe sọ a bíi ni ojo méjìlélógún oṣù kẹjọ lagos island nigeria,3
onye oma nuwa ndewo,1
how e dey go,2
i wan dey clear na leader,2
segun nitori oni ni ojo isegun,3
seriously yoruba on motioni love dat abísọ́lá ṣebí ọmọ yoòbá ni ọ o ò sì mi ní yorùbá,3
make person show me love buy me iphone na abeg show una boy love abeg,2
u are always on your way up kinfi jirgin sama️success followed u back to back kamar numfashi ️,0
pepper eye na dey do you soe don tay liverpool win this trophy at least make them win one in this era,2
gsky hajiya inada jaa maganar gsky naturawa yafi dadi,0
algeria amma duk da haka zamu yi iya kokari muga munyi waje da algeriya muna da yan kwallo zarata hazikai amma ya zama lalle suyi aiki tukuru da ƙwaƙwalwa da jiki bugu da kari shine amfani da wayo da dabaru da amfani da dama ko yaya take muna muku fata,0
mercy chinwo akamdinelu jesus onye nwe mu,1
god abeg nah husband wey sabi chop well i want oo cos i no fit sabi cook like this make my husband no con sabi chop fight fit happen,2
hanti ummie barca princess sorry for tagged you aging the responses de sweet me nee na oga u be,2
oil changer jisie ike,1
this came on time o ṣé dámiláre,3
ọmọ niyi ọmọ nidẹ̀ ọmọ lade orí,3
nice my brother abum onye okpuno,1
omg i swear tears just dey drop from my eyes as i hear say na our african giantour odogwu️ na en win this fucking grammythis is a good history,2
i fit set you up with the other,2
ǹjẹ́ ayé mi á dùn bíi ti ìrèké adùn lá á gbẹ̀yìn ewúro tèmi àṣẹ,3
onodu obula jesus kwesiri mtukwasi obi,1
you wan pack all the money wey dey industry,2
to allah ya shiga tsakanin nagari da mugu,0
jije ati mimu topor yanturu,3
ìbà làá kọ́ọ́ jú mo ṣe ìbà olódùmarè ìbà gba rúnmọlẹ̀ ojú kọ̀tún ojú kòsì ìbà ọ̀kànlénírinwó irúnmọlẹ̀ ìbà ọkùnrin tobìnrin ìbà ẹlẹyẹ ìbà ọmọdé ìbà àgbà ìbà oyún inú ìbà àsẹ́ìbí ìbà àwọn tí wọ́n ti dá kí n tó dá ìbà àwọn tí wọ́n ti tẹ̀ kí n tó tẹ̀ ìbà,3
fati washa gaskia kin hadu,0
the star of northerners an gaishe ki,0
egwu this is life ️ igbo amaka,1
alaafia ni mo wa oo o seun gidigan pelu alaye tio se ni ekun rere,3
omo me i wan know sef,2
otu a ka chineke anyi di agidigba oo,1
tmz please come to nigeria and preach to us cheating is not the end of a relationship maka de tin na adim mma na ahu,2
its the way whitemoney singing i see snake agwo for me dis guy don kolo with music,2
gbogbo àgbà yoòbá mojúbà ọmọdé mojúbà o ẹ jẹ́ kó yẹmí o,3
hapi bday umunne abuoage wif grace,1
happy birthday to the boss man onyem oluwa mere gi isozi men na aku,1
ride on maka ejikem ji ike dikwa ike,1
allahu akhbar allah yajiqansu da rahama ya karvi shahadar su,0
np onye nkem with and,1
chimooo ekwensu nelu ekwensu nala ike ụnụ agwụ na ya eziokwu mgbe ha na ákwà ịkọ ha amaghị kita ekwensu ya ebuna ya nne ọ bụrụ nobi gị anabataghị ya biko jiri nwayọ pụọ jee chegodu maka ndụ gị ichechazie ịchọrọ inabakwu ya ya gaziere gị,1
this smokey jollof rice na harvard standard ahanhn ️,2
allah kayi mana maganin abinda bamu iyawa,0
allah ya kawo zaman lafiya a kasarmu mai dorewa,0
buqatan maji haji sallah,0
igbo dị mma,1
way betterallah yacika nufi uban abba,0
oga alamari yana dadi fa allah ya bamu saa boss,0
sugar mikel can fit into any top team in d world gala,2
ẹ ṣeun baba fun ojo oni,3
tadda yaro wuce yaro allah y baku zaman haquri,0
leyin odun mokandinlogun alaafin kede aare ona kakanfo tuntun leyin,3
i love ️ dis boss like kilode na he songs dey gv me joy warri to d world,2
this is called eziokwu bu ndu,1
ijinle oro ododo oro rt aye ole fun eni toni gbagbo pe aye ole,3
ndi umuoji ana ama udili mma a,1
gbagagba oga adiri gi na mma nwoke oma onye si na onye nze ga adi onye ahu ga adikwanu makana mkweturu ka nsi egbe ji ere oku egwu nkita bu onye daru onye daru,1
ubangiji allah kara daga nigeria,0
a gaya mata gani nan shirye domin a daura mana aure,0
ọpẹ́ púpọ̀ lọ́wọ́ọ baba lóké ọpẹ́ ẹ jí jí re dànsákì rẹ̀ ò ọba ńlá,3
gbaghalu m ooo,1
dele momodu and terry waya dey plan wedding kidd dey catch cruise now ship don strong erica,2
hahaha jason pls commot here i don buy new one sef chinenye,2
nigerian parents are the best when it comes to disciplining a child pikin go dey cryshoutdey beg his mama or papaparent dont care at that point dem must to just flog that thing out of you heard a gal crying outbegging her mum mama is busy doing justice,2
face palm knock knock na who be that na brother folo o which brother folo brother folo di lada folo di lada,2
lára àwọn ohun tí a lè ṣe láti dènà ìtànkálẹ̀ kòkòrò cc,3
isi ukwu ato mehn,1
nakalla a kano nakalla a kaduna amma haryanzu bangaji da kallon mati azazzau ba,0
masha allah ko dan temaka mai akai ai ya rageita kuma ubangiji allah ya sadata da manzon tsira itama duba da bata qyamaci wnnan bawan allan ba ita tace tana san ganinsa masha allah yyi kyau anti,0
kamar yanda ya sameshi akan kujerar shi ta sarauta inshaa allahu anan zai gama mulkinshi na tenure ya barshi,0
that money you wan bring for my wedding you fit carry come now e de urgent,2
allah ya tonawa duk wani mae sahannu a taaddanci a kasarmu nigeria ameen,0
allah ya kawo mana shugabbani nagari idan da akwai adalci a milkinka ai babu wanda zai sace kayan abinciallah ya iya mama,0
amin ya dịrị gị mma,1
typical example of ịhe ọma chukwu naemere gị meere obodo gị,1
this year twenchy twenchy nsinye gi noku dika ukwa iweju nima nghee awunyengi akanwu eghe by force you must ghee,1
you people na dont let me start begging for money na i can work i want to work i am ready to work please come and buy jollof rice for lunch tomorrow place your order now e jor biko mbok da allah kindly retweet please my customers are on your tl,2
kpa kpa di kpa doom,1
guyyyyy i go dey open mouth dey sleep i go dey open mouth watch film i go dey open mouth dey smile see ehn no just worry my handle go change to king of smiles,2
o mọ asọọ́ rán àbí o mẹni mọ̀ ọ́n rán wọlé sí ìdíje aìṣeémọ̀ o lè jáwéolúborí,3
man na god hand e dey no chukwueze again,1
ke lmao unless you wan buy the one wey dem don mark up the price i think for a series the cheapest you can get is within k but you know say you be my oga so you fit go for series tuale sir,2
yana dakyau a tantance su baba,0
ẹ kú ojúmọ́ o ẹ̀yin ènìyàn rere ojumo ire o,3
inayinki hundred percent,0
kar a manta a taho mana da tsaraba baba,0
she gosoon buy jeepna her market she dey showcase,2
ojumọ ire lo mọ wa loni a ku pọpọ sinsin ọdun titun ẹmi wa a se ọpọ odun laye ninu ayọ ati alaafia pipe,3
ìsé kìí se èsè,3
you wey be gentile i don see you,2
otú a kà ọdị ezigbo mmadụ,1
barka da dare as i top fan,0
iseeeeee iga adi ka echi maka na echi adighi agwu agwu,1
and e dey show,2
jehova bu eze na ebe kachasi enu,1
allah ya bada zaman lpy,0
ina alfahari dake aunty fati,0
nchekwube onye egwu miki kpokpo,1
lmafoooooooooooooooooooooo na why i dey always use good morningevening maam yes maam for my married exes whenever we dey chat,2
iba lo yẹ ọlọrun ọba ti o ka wa yẹ gẹgẹ bi ọkan alaaye loni ọpẹ lo ye wa oni a san wa o,3
daalu ezigbo mmadu,1
oju ayo lo mo gbogbo wa loni oh ire,3
abeg wetin be this,2
igwe gaa nkeoma go well igwe ibeneme,1
allah yasa mutuwar hutuce gareshi,0
baba manjo aikin ka na kyau my people please stay safe corona virus is realaciga ba da wanke hanu stay safe and dont forget always wear your face mask,0
allah yasaka da alkairi wa duk wanda yakeda hannun cikin wannan babban jahade a garin kaduna ameen ya rabb,0
happy birthday don baba j nke izizi,1
ẹn mo wá fàṣẹ olódùmarè bọnu ǹjẹ́ gbogbo ibi ọ̀nà ẹ bìlà ẹ paradà di ire torí ọmọ ọlọ́nà fẹ́ẹ́ kọjá ẹ̀là,3
allah ya sanya wa auren su albarka da zurriya masu albarka,0
aiki aiki aiki wani aikin sai kano,0
if umu obligbo no come who else go come ohanwa ji okwa phyno jide ofor flavor buruzie ijele odogwu illbliss getinye everything okpa di oku anyi nile anenwe obi anuli maka na chukwu goziri umu igbo agozi,1
my crush barka da salah,0
ojumore fun gbogbo wa loni o a o ni kan agbako o,3
tommy hilfiger sliders‍️ price n̶ ️ color navy size uk dm to preorder shakarashop online shop wen sabi you sef go dey do shakara warri nigeria,2
hakika duk wanda yayi kuskure kuma yayi nadamar abinda yayi to allahu gafurul rahim allah ya mana gafara baki daya amin,0
arómọgẹ̀gẹ̀ òjí ní kùtùkùtù mókùn ọlà dání ṣíjú rere wò mí kí n lówó ìyá ajé olùpèsè ọrọ̀ wá jókòó kalẹ̀ síléè mi,3
ndị banyi ụtụtụ ọma nụ anyị naasị ka ụbọchị taa but ụbọchị ahịa afọ wetara anyị ihe ọma ihe ọmaiseee na nke taa anyị gaegosi unu obi eze kacha ochie nala igbo this is the oldest palace in igbo land it is the palace of,1
onye hụrụ nne kpọọ ya nne bụ onye anya luru ala ya gazieere gị ooh,1
even if there is a next life ah no dey come againmake i just dey heaven dey sing even if na backup‍️‍️,2
this is awesome allah ya qara basira,0
keku ile gbo ko so fun toko oni laya soto fun ede yoruba lori ero twitter ede to gbadun pupo,3
all the girls for uyo na model meanwhile this one said shes the most beautiful queen in nigeria i don google tire ion see her name babe dey work me facee ‍️‍️,2
amin babban director,0
allah dai yasa mu dace abin baa cewa komai,0
ẹ káalẹ́ o ẹ̀yin amòyè gbogbo ẹ dákun ẹ ràn mí lọ́wọ́ ẹnìkan kì í mọ̀ tán,3
i sabi say na me,2
happy sallah washa beby,0
he saw one handsome man and said madamthis man fine well well o una fit hes coming to say hi give him your number o no go dey do i dont need men today him too fine me,2
nna hapu okwu oh daalu,1
innalillahi wa inna ilaihi rajiun sarkin rano autan bawo sai yayi allahu ya ƙarbi baƙuncin ka ya gafarta maka da rahma hrh dr tafida abubakar ila ameen ya rahmaan,0
toò a jẹ́ pé ìpáyà kan ò sí fún yín nìyẹn o kẹ nà gbalaja nínú ọkọ̀ lókù báyìí,3
afọbajẹ rí í wípé ó yẹ kí a gbóríhìn fún irú ẹni bẹ́ẹ̀ tó wò ṣùṣù bọ́bakú ni abọ́bakú di oyè,3
dakyau babbar aunty,0
kọ́jọ́dá ọjọ́ dá ọjọ́ sunwọ̀n oòrùn ayọ̀ wa yóò máa tàn káyé láràn kalẹ́ kò ní sí ìhámọ́ lọ́dún tuntun àṣeyè tálákàn ń ṣepo ni tia lọ́dún yìí ọdún á jọ gbogbo wa la ó ṣàmọ́dún àkànnàmàgbò kò ní pa ọdún jẹ,3
otú a kà ọdị mpa ụtụtụ ọma ná asị kwa kà ụdọ dịrị na ezi ná ùno gị,1
à ti pé káwakọ̀ ọkọ̀ ó baa kọ́ àṣàa à ń wa ọkọ̀ láì tẹ fèrè kí a máa wa ọkọ̀ pẹ̀lú ìwà ìrẹ̀lẹ̀,3
abeg make dem no insort me na play,2
make una come buy wetin we dey sell oh kindly help rt also for our customers on your tl,2
hakadai zaayi tayi mudai allah shine yake karemu kawai ya allah kacigaba da zama gatanmu,0
